num,target
21016,60
21017,61
21018,62
21019,63
21020,64
21021,65
21022,66
21023,67
21024,68
21025,69
21026,70
21027,71
21028,72
21029,73
21030,74
21031,75
21032,76
21033,77
21034,78
21035,79
21036,80
21037,81
21038,82
21039,83
21040,84
21041,85
21042,86
21043,87
21044,88
21045,89
21046,90
21047,91
21048,92
21049,93
21050,94
21051,95
21052,96
21053,97
21054,98
21055,99
21056,100
21057,112
21058,119
21059,1000
21060,10000
21061,가렵다
21062,가스
21063,가슴
21064,가시
21065,각목
21066,갇히다
21067,감금
21068,감전
21069,강
21070,강남구
21071,강동구
21072,강북구
21073,강서구
21074,강풍
21075,개
21076,거실
21077,걸렸다
21078,결박
21079,경운기
21080,경찰
21081,경찰차
21082,계곡
21083,계단
21084,고속도로
21085,고압전선
21086,고열
21087,고장
21088,부러지다
21089,골절
21090,탈골
21091,곰
21092,공사장
21093,공원
21094,놀이터
21095,공장
21096,관악구
21097,광진구
21098,교통사고
21099,구급대
21100,구급대원
21101,구급차
21102,구로구
21103,구청
21104,구해주세요
21105,귀
21106,금가다
21107,금요일
21108,금천구
21109,급류
21110,기절
21111,기절하다
21112,깔리다
21113,끓는물
21114,남자친구
21115,남편
21116,남학생
21117,납치
21118,낫
21119,낯선남자
21120,낯선사람
21121,낯선여자
21122,내년
21123,내일
21124,냄새나다
21125,노원구
21126,논
21127,농약
21128,누나
21129,누수
21130,누전
21131,누출
21132,눈
21133,다리
21134,다음
21135,달(월)
21136,대문앞
21137,도둑
21138,절도
21139,도로
21140,도봉구
21141,독극물
21142,독버섯
21143,독사
21144,동대문구
21145,동생
21146,동작구
21147,동전
21148,두드러기생기다
21149,뒤
21150,뒤통수
21151,등
21152,딸
21153,떨어지다
21154,쓰러지다
21155,뜨거운물
21156,마당
21157,마포구
21158,말려주세요
21159,말벌
21160,맹견
21161,머리
21162,멧돼지
21163,목
21164,목요일
21165,무너지다
21166,붕괴
21167,무릎
21168,문틈
21169,물
21170,밑에
21171,아래
21172,바다
21173,반점생기다
21174,발
21175,발가락
21176,발목
21177,발작
21178,방망이
21179,밭
21180,배
21181,복부
21182,배고프다
21183,뱀
21184,벌
21185,범람
21186,벼락
21187,병원
21188,보건소
21189,보내주세요(경찰)
21190,보내주세요(구급차)
21191,복통
21192,볼
21193,부엌
21194,불
21195,불나다
21196,붕대
21197,비닐하우스
21198,비상약
21199,빌라
21200,뼈
21201,사이
21202,산
21203,살충제
21204,살해
21205,삼키다
21206,서대문구
21207,서랍
21208,서울시
21209,서초구
21210,선반
21211,선생님
21212,성동구
21213,성북구
21214,성폭행
21215,소방관
21216,소방차
21217,소화기
21218,소화전
21219,손
21220,손가락
21221,손목
21222,송파구
21223,수영장
21224,수요일
21225,술취한 사람
21226,숨을안쉬다
21227,시청
21228,신고하세요(경찰)
21229,심장마비
21230,아기
21231,아이들
21232,어린이
21233,아내
21234,아들
21235,아빠
21236,아저씨
21237,아줌마
21238,아파트
21239,인대
21240,안방
21241,알려주세요
21242,앞
21243,앞집
21244,약국
21245,약사
21246,양천구
21247,어깨
21248,어제
21249,어지러움
21250,언니
21251,얼굴
21252,엄마
21253,엘리베이터
21254,여자친구
21255,여학생
21256,연기
21257,연락해주세요
21258,열
21259,열나다
21260,열어주세요
21261,엽총
21262,영등포구
21263,옆집
21264,옆집 아저씨
21265,옆집 할아버지
21266,옆집사람
21267,옆쪽
21268,오늘
21269,오른쪽
21270,오른쪽-귀
21271,오른쪽-눈
21272,오빠
21273,옥상
21274,올해
21275,왼쪽
21276,왼쪽-귀
21277,왼쪽-눈
21278,욕실
21279,용산구
21280,우리집
21281,운동장
21282,월요일
21283,위
21284,위에
21285,위협
21286,윗집
21287,윗집사람
21288,유리
21289,유치원
21290,유치원 버스
21291,은평구
21292,음식물
21293,응급대원
21294,응급처리
21295,의사
21296,이마
21297,이물질
21298,이번
21299,이상한사람
21300,이웃집
21301,일요일
21302,임산부
21303,임신한아내
21304,자동차
21305,자살
21306,자상
21307,작년
21308,작은방
21309,장난감
21310,장단지
21311,절단
21312,제초제
21313,조난
21314,종로구
21315,주
21316,중구
21317,중랑구
21318,지난
21319,지혈대
21320,진통제
21321,질식
21322,집
21323,집단폭행
21324,차밖
21325,차안
21326,창문
21327,창백하다
21328,체온계
21329,총
21330,추락
21331,축사
21332,출산
21333,출혈
21334,피나다
21335,친구
21336,침수
21337,칼
21338,코
21339,택시
21340,토요일
21341,토하다
21342,통학버스
21343,트랙터
21344,트럭
21345,파도
21346,파편
21347,팔
21348,팔꿈치
21349,폭발
21350,폭탄
21351,폭우
21352,폭행
21353,학교
21354,학생
21355,할머니
21356,할아버지
21357,함몰되다
21358,해(연)
21359,해독제
21360,해열제
21361,허리
21362,허벅지
21363,현관
21364,현관앞
21365,협박
21366,형
21367,호흡곤란
21368,호흡기
21369,홍수
21370,화상
21371,화약
21372,화요일
21373,화장실
21374,화재
21375,0
21376,1
21377,2
21378,3
21379,4
21380,5
21381,6
21382,7
21383,8
21384,9
21385,10
21386,11
21387,12
21388,13
21389,14
21390,15
21391,16
21392,17
21393,18
21394,19
21395,20
21396,21
21397,22
21398,23
21399,24
21400,25
21401,26
21402,27
21403,28
21404,29
21405,30
21406,31
21407,32
21408,33
21409,34
21410,35
21411,36
21412,37
21413,38
21414,39
21415,40
21416,41
21417,42
21418,43
21419,44
21420,45
21421,46
21422,47
21423,48
21424,49
21425,50
21426,51
21427,52
21428,53
21429,54
21430,55
21431,56
21432,57
21433,58
21434,59
21435,60
21436,61
21437,62
21438,63
21439,64
21440,65
21441,66
21442,67
21443,68
21444,69
21445,70
21446,71
21447,72
21448,73
21449,74
21450,75
21451,76
21452,77
21453,78
21454,79
21455,80
21456,81
21457,82
21458,83
21459,84
21460,85
21461,86
21462,87
21463,88
21464,89
21465,90
21466,91
21467,92
21468,93
21469,94
21470,95
21471,96
21472,97
21473,98
21474,99
21475,100
21476,112
21477,119
21478,1000
21479,10000
21480,가렵다
21481,가스
21482,가슴
21483,가시
21484,각목
21485,갇히다
21486,감금
21487,감전
21488,강
21489,강남구
21490,강동구
21491,강북구
21492,강서구
21493,강풍
21494,개
21495,거실
21496,걸렸다
21497,결박
21498,경운기
21499,경찰
21500,경찰차
21501,계곡
21502,계단
21503,고속도로
21504,고압전선
21505,고열
21506,고장
21507,부러지다
21508,골절
21509,탈골
21510,곰
21511,공사장
21512,공원
21513,놀이터
21514,공장
21515,관악구
21516,광진구
21517,교통사고
21518,구급대
21519,구급대원
21520,구급차
21521,구로구
21522,구청
21523,구해주세요
21524,귀
21525,금가다
21526,금요일
21527,금천구
21528,급류
21529,기절
21530,기절하다
21531,깔리다
21532,끓는물
21533,남자친구
21534,남편
21535,남학생
21536,납치
21537,낫
21538,낯선남자
21539,낯선사람
21540,낯선여자
21541,내년
21542,내일
21543,냄새나다
21544,노원구
21545,논
21546,농약
21547,누나
21548,누수
21549,누전
21550,누출
21551,눈
21552,다리
21553,다음
21554,달(월)
21555,대문앞
21556,도둑
21557,절도
21558,도로
21559,도봉구
21560,독극물
21561,독버섯
21562,독사
21563,동대문구
21564,동생
21565,동작구
21566,동전
21567,두드러기생기다
21568,뒤
21569,뒤통수
21570,등
21571,딸
21572,떨어지다
21573,쓰러지다
21574,뜨거운물
21575,마당
21576,마포구
21577,말려주세요
21578,말벌
21579,맹견
21580,머리
21581,멧돼지
21582,목
21583,목요일
21584,무너지다
21585,붕괴
21586,무릎
21587,문틈
21588,물
21589,밑에
21590,아래
21591,바다
21592,반점생기다
21593,발
21594,발가락
21595,발목
21596,발작
21597,방망이
21598,밭
21599,배
21600,복부
21601,배고프다
21602,뱀
21603,벌
21604,범람
21605,벼락
21606,병원
21607,보건소
21608,보내주세요(경찰)
21609,보내주세요(구급차)
21610,복통
21611,볼
21612,부엌
21613,불
21614,불나다
21615,붕대
21616,비닐하우스
21617,비상약
21618,빌라
21619,뼈
21620,사이
21621,산
21622,살충제
21623,살해
21624,삼키다
21625,서대문구
21626,서랍
21627,서울시
21628,서초구
21629,선반
21630,선생님
21631,성동구
21632,성북구
21633,성폭행
21634,소방관
21635,소방차
21636,소화기
21637,소화전
21638,손
21639,손가락
21640,손목
21641,송파구
21642,수영장
21643,수요일
21644,술취한 사람
21645,숨을안쉬다
21646,시청
21647,신고하세요(경찰)
21648,심장마비
21649,아기
21650,아이들
21651,어린이
21652,아내
21653,아들
21654,아빠
21655,아저씨
21656,아줌마
21657,아파트
21658,인대
21659,안방
21660,알려주세요
21661,앞
21662,앞집
21663,약국
21664,약사
21665,양천구
21666,어깨
21667,어제
21668,어지러움
21669,언니
21670,얼굴
21671,엄마
21672,엘리베이터
21673,여자친구
21674,여학생
21675,연기
21676,연락해주세요
21677,열
21678,열나다
21679,열어주세요
21680,엽총
21681,영등포구
21682,옆집
21683,옆집 아저씨
21684,옆집 할아버지
21685,옆집사람
21686,옆쪽
21687,오늘
21688,오른쪽
21689,오른쪽-귀
21690,오른쪽-눈
21691,오빠
21692,옥상
21693,올해
21694,왼쪽
21695,왼쪽-귀
21696,왼쪽-눈
21697,욕실
21698,용산구
21699,우리집
21700,운동장
21701,월요일
21702,위
21703,위에
21704,위협
21705,윗집
21706,윗집사람
21707,유리
21708,유치원
21709,유치원 버스
21710,은평구
21711,음식물
21712,응급대원
21713,응급처리
21714,의사
21715,이마
21716,이물질
21717,이번
21718,이상한사람
21719,이웃집
21720,일요일
21721,임산부
21722,임신한아내
21723,자동차
21724,자살
21725,자상
21726,작년
21727,작은방
21728,장난감
21729,장단지
21730,절단
21731,제초제
21732,조난
21733,종로구
21734,주
21735,중구
21736,중랑구
21737,지난
21738,지혈대
21739,진통제
21740,질식
21741,집
21742,집단폭행
21743,차밖
21744,차안
21745,창문
21746,창백하다
21747,체온계
21748,총
21749,추락
21750,축사
21751,출산
21752,출혈
21753,피나다
21754,친구
21755,침수
21756,칼
21757,코
21758,택시
21759,토요일
21760,토하다
21761,통학버스
21762,트랙터
21763,트럭
21764,파도
21765,파편
21766,팔
21767,팔꿈치
21768,폭발
21769,폭탄
21770,폭우
21771,폭행
21772,학교
21773,학생
21774,할머니
21775,할아버지
21776,함몰되다
21777,해(연)
21778,해독제
21779,해열제
21780,허리
21781,허벅지
21782,현관
21783,현관앞
21784,협박
21785,형
21786,호흡곤란
21787,호흡기
21788,홍수
21789,화상
21790,화약
21791,화요일
21792,화장실
21793,화재
21794,0
21795,1
21796,2
21797,3
21798,4
21799,5
21800,6
21801,7
21802,8
21803,9
21804,10
21805,11
21806,12
21807,13
21808,14
21809,15
21810,16
21811,17
21812,18
21813,19
21814,20
21815,21
21816,22
21817,23
21818,24
21819,25
21820,26
21821,27
21822,28
21823,29
21824,30
21825,31
21826,32
21827,33
21828,34
21829,35
21830,36
21831,37
21832,38
21833,39
21834,40
21835,41
21836,42
21837,43
21838,44
21839,45
21840,46
21841,47
21842,48
21843,49
21844,50
21845,51
21846,52
21847,53
21848,54
21849,55
21850,56
21851,57
21852,58
21853,59
21854,60
21855,61
21856,62
21857,63
21858,64
21859,65
21860,66
21861,67
21862,68
21863,69
21864,70
21865,71
21866,72
21867,73
21868,74
21869,75
21870,76
21871,77
21872,78
21873,79
21874,80
21875,81
21876,82
21877,83
21878,84
21879,85
21880,86
21881,87
21882,88
21883,89
21884,90
21885,91
21886,92
21887,93
21888,94
21889,95
21890,96
21891,97
21892,98
21893,99
21894,100
21895,112
21896,119
21897,1000
21898,10000
21899,가렵다
21900,가스
21901,가슴
21902,가시
21903,각목
21904,갇히다
21905,감금
21906,감전
21907,강
21908,강남구
21909,강동구
21910,강북구
21911,강서구
21912,강풍
21913,개
21914,거실
21915,걸렸다
21916,결박
21917,경운기
21918,경찰
21919,경찰차
21920,계곡
21921,계단
21922,고속도로
21923,고압전선
21924,고열
21925,고장
21926,부러지다
21927,골절
21928,탈골
21929,곰
21930,공사장
21931,공원
21932,놀이터
21933,공장
21934,관악구
21935,광진구
21936,교통사고
21937,구급대
21938,구급대원
21939,구급차
21940,구로구
21941,구청
21942,구해주세요
21943,귀
21944,금가다
21945,금요일
21946,금천구
21947,급류
21948,기절
21949,기절하다
21950,깔리다
21951,끓는물
21952,남자친구
21953,남편
21954,남학생
21955,납치
21956,낫
21957,낯선남자
21958,낯선사람
21959,낯선여자
21960,내년
21961,내일
21962,냄새나다
21963,노원구
21964,논
21965,농약
21966,누나
21967,누수
21968,누전
21969,누출
21970,눈
21971,다리
21972,다음
21973,달(월)
21974,대문앞
21975,도둑
21976,절도
21977,도로
21978,도봉구
21979,독극물
21980,독버섯
21981,독사
21982,동대문구
21983,동생
21984,동작구
21985,동전
21986,두드러기생기다
21987,뒤
21988,뒤통수
21989,등
21990,딸
21991,떨어지다
21992,쓰러지다
21993,뜨거운물
21994,마당
21995,마포구
21996,말려주세요
21997,말벌
21998,맹견
21999,머리
22000,멧돼지
22001,목
22002,목요일
22003,무너지다
22004,붕괴
22005,무릎
22006,문틈
22007,물
22008,밑에
22009,아래
22010,바다
22011,반점생기다
22012,발
22013,발가락
22014,발목
22015,발작
22016,방망이
22017,밭
22018,배
22019,복부
22020,배고프다
22021,뱀
22022,벌
22023,범람
22024,벼락
22025,병원
22026,보건소
22027,보내주세요(경찰)
22028,보내주세요(구급차)
22029,복통
22030,볼
22031,부엌
22032,불
22033,불나다
22034,붕대
22035,비닐하우스
22036,비상약
22037,빌라
22038,뼈
22039,사이
22040,산
22041,살충제
22042,살해
22043,삼키다
22044,서대문구
22045,서랍
22046,서울시
22047,서초구
22048,선반
22049,선생님
22050,성동구
22051,성북구
22052,성폭행
22053,소방관
22054,소방차
22055,소화기
22056,소화전
22057,손
22058,손가락
22059,손목
22060,송파구
22061,수영장
22062,수요일
22063,술취한 사람
22064,숨을안쉬다
22065,시청
22066,신고하세요(경찰)
22067,심장마비
22068,아기
22069,아이들
22070,어린이
22071,아내
22072,아들
22073,아빠
22074,아저씨
22075,아줌마
22076,아파트
22077,인대
22078,안방
22079,알려주세요
22080,앞
22081,앞집
22082,약국
22083,약사
22084,양천구
22085,어깨
22086,어제
22087,어지러움
22088,언니
22089,얼굴
22090,엄마
22091,엘리베이터
22092,여자친구
22093,여학생
22094,연기
22095,연락해주세요
22096,열
22097,열나다
22098,열어주세요
22099,엽총
22100,영등포구
22101,옆집
22102,옆집 아저씨
22103,옆집 할아버지
22104,옆집사람
22105,옆쪽
22106,오늘
22107,오른쪽
22108,오른쪽-귀
22109,오른쪽-눈
22110,오빠
22111,옥상
22112,올해
22113,왼쪽
22114,왼쪽-귀
22115,왼쪽-눈
22116,욕실
22117,용산구
22118,우리집
22119,운동장
22120,월요일
22121,위
22122,위에
22123,위협
22124,윗집
22125,윗집사람
22126,유리
22127,유치원
22128,유치원 버스
22129,은평구
22130,음식물
22131,응급대원
22132,응급처리
22133,의사
22134,이마
22135,이물질
22136,이번
22137,이상한사람
22138,이웃집
22139,일요일
22140,임산부
22141,임신한아내
22142,자동차
22143,자살
22144,자상
22145,작년
22146,작은방
22147,장난감
22148,장단지
22149,절단
22150,제초제
22151,조난
22152,종로구
22153,주
22154,중구
22155,중랑구
22156,지난
22157,지혈대
22158,진통제
22159,질식
22160,집
22161,집단폭행
22162,차밖
22163,차안
22164,창문
22165,창백하다
22166,체온계
22167,총
22168,추락
22169,축사
22170,출산
22171,출혈
22172,피나다
22173,친구
22174,침수
22175,칼
22176,코
22177,택시
22178,토요일
22179,토하다
22180,통학버스
22181,트랙터
22182,트럭
22183,파도
22184,파편
22185,팔
22186,팔꿈치
22187,폭발
22188,폭탄
22189,폭우
22190,폭행
22191,학교
22192,학생
22193,할머니
22194,할아버지
22195,함몰되다
22196,해(연)
22197,해독제
22198,해열제
22199,허리
22200,허벅지
22201,현관
22202,현관앞
22203,협박
22204,형
22205,호흡곤란
22206,호흡기
22207,홍수
22208,화상
22209,화약
22210,화요일
22211,화장실
22212,화재
22213,0
22214,1
22215,2
22216,3
22217,4
22218,5
22219,6
22220,7
22221,8
22222,9
22223,10
22224,11
22225,12
22226,13
22227,14
22228,15
22229,16
22230,17
22231,18
22232,19
22233,20
22234,21
22235,22
22236,23
22237,24
22238,25
22239,26
22240,27
22241,28
22242,29
22243,30
22244,31
22245,32
22246,33
22247,34
22248,35
22249,36
22250,37
22251,38
22252,39
22253,40
22254,41
22255,42
22256,43
22257,44
22258,45
22259,46
22260,47
22261,48
22262,49
22263,50
22264,51
22265,52
22266,53
22267,54
22268,55
22269,56
22270,57
22271,58
22272,59
22273,60
22274,61
22275,62
22276,63
22277,64
22278,65
22279,66
22280,67
22281,68
22282,69
22283,70
22284,71
22285,72
22286,73
22287,74
22288,75
22289,76
22290,77
22291,78
22292,79
22293,80
22294,81
22295,82
22296,83
22297,84
22298,85
22299,86
22300,87
22301,88
22302,89
22303,90
22304,91
22305,92
22306,93
22307,94
22308,95
22309,96
22310,97
22311,98
22312,99
22313,100
22314,112
22315,119
22316,1000
22317,10000
22318,가렵다
22319,가스
22320,가슴
22321,가시
22322,각목
22323,갇히다
22324,감금
22325,감전
22326,강
22327,강남구
22328,강동구
22329,강북구
22330,강서구
22331,강풍
22332,개
22333,거실
22334,걸렸다
22335,결박
22336,경운기
22337,경찰
22338,경찰차
22339,계곡
22340,계단
22341,고속도로
22342,고압전선
22343,고열
22344,고장
22345,부러지다
22346,골절
22347,탈골
22348,곰
22349,공사장
22350,공원
22351,놀이터
22352,공장
22353,관악구
22354,광진구
22355,교통사고
22356,구급대
22357,구급대원
22358,구급차
22359,구로구
22360,구청
22361,구해주세요
22362,귀
22363,금가다
22364,금요일
22365,금천구
22366,급류
22367,기절
22368,기절하다
22369,깔리다
22370,끓는물
22371,남자친구
22372,남편
22373,남학생
22374,납치
22375,낫
22376,낯선남자
22377,낯선사람
22378,낯선여자
22379,내년
22380,내일
22381,냄새나다
22382,노원구
22383,논
22384,농약
22385,누나
22386,누수
22387,누전
22388,누출
22389,눈
22390,다리
22391,다음
22392,달(월)
22393,대문앞
22394,도둑
22395,절도
22396,도로
22397,도봉구
22398,독극물
22399,독버섯
22400,독사
22401,동대문구
22402,동생
22403,동작구
22404,동전
22405,두드러기생기다
22406,뒤
22407,뒤통수
22408,등
22409,딸
22410,떨어지다
22411,쓰러지다
22412,뜨거운물
22413,마당
22414,마포구
22415,말려주세요
22416,말벌
22417,맹견
22418,머리
22419,멧돼지
22420,목
22421,목요일
22422,무너지다
22423,붕괴
22424,무릎
22425,문틈
22426,물
22427,밑에
22428,아래
22429,바다
22430,반점생기다
22431,발
22432,발가락
22433,발목
22434,발작
22435,방망이
22436,밭
22437,배
22438,복부
22439,배고프다
22440,뱀
22441,벌
22442,범람
22443,벼락
22444,병원
22445,보건소
22446,보내주세요(경찰)
22447,보내주세요(구급차)
22448,복통
22449,볼
22450,부엌
22451,불
22452,불나다
22453,붕대
22454,비닐하우스
22455,비상약
22456,빌라
22457,뼈
22458,사이
22459,산
22460,살충제
22461,살해
22462,삼키다
22463,서대문구
22464,서랍
22465,서울시
22466,서초구
22467,선반
22468,선생님
22469,성동구
22470,성북구
22471,성폭행
22472,소방관
22473,소방차
22474,소화기
22475,소화전
22476,손
22477,손가락
22478,손목
22479,송파구
22480,수영장
22481,수요일
22482,술취한 사람
22483,숨을안쉬다
22484,시청
22485,신고하세요(경찰)
22486,심장마비
22487,아기
22488,아이들
22489,어린이
22490,아내
22491,아들
22492,아빠
22493,아저씨
22494,아줌마
22495,아파트
22496,인대
22497,안방
22498,알려주세요
22499,앞
22500,앞집
22501,약국
22502,약사
22503,양천구
22504,어깨
22505,어제
22506,어지러움
22507,언니
22508,얼굴
22509,엄마
22510,엘리베이터
22511,여자친구
22512,여학생
22513,연기
22514,연락해주세요
22515,열
22516,열나다
22517,열어주세요
22518,엽총
22519,영등포구
22520,옆집
22521,옆집 아저씨
22522,옆집 할아버지
22523,옆집사람
22524,옆쪽
22525,오늘
22526,오른쪽
22527,오른쪽-귀
22528,오른쪽-눈
22529,오빠
22530,옥상
22531,올해
22532,왼쪽
22533,왼쪽-귀
22534,왼쪽-눈
22535,욕실
22536,용산구
22537,우리집
22538,운동장
22539,월요일
22540,위
22541,위에
22542,위협
22543,윗집
22544,윗집사람
22545,유리
22546,유치원
22547,유치원 버스
22548,은평구
22549,음식물
22550,응급대원
22551,응급처리
22552,의사
22553,이마
22554,이물질
22555,이번
22556,이상한사람
22557,이웃집
22558,일요일
22559,임산부
22560,임신한아내
22561,자동차
22562,자살
22563,자상
22564,작년
22565,작은방
22566,장난감
22567,장단지
22568,절단
22569,제초제
22570,조난
22571,종로구
22572,주
22573,중구
22574,중랑구
22575,지난
22576,지혈대
22577,진통제
22578,질식
22579,집
22580,집단폭행
22581,차밖
22582,차안
22583,창문
22584,창백하다
22585,체온계
22586,총
22587,추락
22588,축사
22589,출산
22590,출혈
22591,피나다
22592,친구
22593,침수
22594,칼
22595,코
22596,택시
22597,토요일
22598,토하다
22599,통학버스
22600,트랙터
22601,트럭
22602,파도
22603,파편
22604,팔
22605,팔꿈치
22606,폭발
22607,폭탄
22608,폭우
22609,폭행
22610,학교
22611,학생
22612,할머니
22613,할아버지
22614,함몰되다
22615,해(연)
22616,해독제
22617,해열제
22618,허리
22619,허벅지
22620,현관
22621,현관앞
22622,협박
22623,형
22624,호흡곤란
22625,호흡기
22626,홍수
22627,화상
22628,화약
22629,화요일
22630,화장실
22631,화재
22632,0
22633,1
22634,2
22635,3
22636,4
22637,5
22638,6
22639,7
22640,8
22641,9
22642,10
22643,11
22644,12
22645,13
22646,14
22647,15
22648,16
22649,17
22650,18
22651,19
22652,20
22653,21
22654,22
22655,23
22656,24
22657,25
22658,26
22659,27
22660,28
22661,29
22662,30
22663,31
22664,32
22665,33
22666,34
22667,35
22668,36
22669,37
22670,38
22671,39
22672,40
22673,41
22674,42
22675,43
22676,44
22677,45
22678,46
22679,47
22680,48
22681,49
22682,50
22683,51
22684,52
22685,53
22686,54
22687,55
22688,56
22689,57
22690,58
22691,59
22692,60
22693,61
22694,62
22695,63
22696,64
22697,65
22698,66
22699,67
22700,68
22701,69
22702,70
22703,71
22704,72
22705,73
22706,74
22707,75
22708,76
22709,77
22710,78
22711,79
22712,80
22713,81
22714,82
22715,83
22716,84
22717,85
22718,86
22719,87
22720,88
22721,89
22722,90
22723,91
22724,92
22725,93
22726,94
22727,95
22728,96
22729,97
22730,98
22731,99
22732,100
22733,112
22734,119
22735,1000
22736,10000
22737,가렵다
22738,가스
22739,가슴
22740,가시
22741,각목
22742,갇히다
22743,감금
22744,감전
22745,강
22746,강남구
22747,강동구
22748,강북구
22749,강서구
22750,강풍
22751,개
22752,거실
22753,걸렸다
22754,결박
22755,경운기
22756,경찰
22757,경찰차
22758,계곡
22759,계단
22760,고속도로
22761,고압전선
22762,고열
22763,고장
22764,부러지다
22765,골절
22766,탈골
22767,곰
22768,공사장
22769,공원
22770,놀이터
22771,공장
22772,관악구
22773,광진구
22774,교통사고
22775,구급대
22776,구급대원
22777,구급차
22778,구로구
22779,구청
22780,구해주세요
22781,귀
22782,금가다
22783,금요일
22784,금천구
22785,급류
22786,기절
22787,기절하다
22788,깔리다
22789,끓는물
22790,남자친구
22791,남편
22792,남학생
22793,납치
22794,낫
22795,낯선남자
22796,낯선사람
22797,낯선여자
22798,내년
22799,내일
22800,냄새나다
22801,노원구
22802,논
22803,농약
22804,누나
22805,누수
22806,누전
22807,누출
22808,눈
22809,다리
22810,다음
22811,달(월)
22812,대문앞
22813,도둑
22814,절도
22815,도로
22816,도봉구
22817,독극물
22818,독버섯
22819,독사
22820,동대문구
22821,동생
22822,동작구
22823,동전
22824,두드러기생기다
22825,뒤
22826,뒤통수
22827,등
22828,딸
22829,떨어지다
22830,쓰러지다
22831,뜨거운물
22832,마당
22833,마포구
22834,말려주세요
22835,말벌
22836,맹견
22837,머리
22838,멧돼지
22839,목
22840,목요일
22841,무너지다
22842,붕괴
22843,무릎
22844,문틈
22845,물
22846,밑에
22847,아래
22848,바다
22849,반점생기다
22850,발
22851,발가락
22852,발목
22853,발작
22854,방망이
22855,밭
22856,배
22857,복부
22858,배고프다
22859,뱀
22860,벌
22861,범람
22862,벼락
22863,병원
22864,보건소
22865,보내주세요(경찰)
22866,보내주세요(구급차)
22867,복통
22868,볼
22869,부엌
22870,불
22871,불나다
22872,붕대
22873,비닐하우스
22874,비상약
22875,빌라
22876,뼈
22877,사이
22878,산
22879,살충제
22880,살해
22881,삼키다
22882,서대문구
22883,서랍
22884,서울시
22885,서초구
22886,선반
22887,선생님
22888,성동구
22889,성북구
22890,성폭행
22891,소방관
22892,소방차
22893,소화기
22894,소화전
22895,손
22896,손가락
22897,손목
22898,송파구
22899,수영장
22900,수요일
22901,술취한 사람
22902,숨을안쉬다
22903,시청
22904,신고하세요(경찰)
22905,심장마비
22906,아기
22907,아이들
22908,어린이
22909,아내
22910,아들
22911,아빠
22912,아저씨
22913,아줌마
22914,아파트
22915,인대
22916,안방
22917,알려주세요
22918,앞
22919,앞집
22920,약국
22921,약사
22922,양천구
22923,어깨
22924,어제
22925,어지러움
22926,언니
22927,얼굴
22928,엄마
22929,엘리베이터
22930,여자친구
22931,여학생
22932,연기
22933,연락해주세요
22934,열
22935,열나다
22936,열어주세요
22937,엽총
22938,영등포구
22939,옆집
22940,옆집 아저씨
22941,옆집 할아버지
22942,옆집사람
22943,옆쪽
22944,오늘
22945,오른쪽
22946,오른쪽-귀
22947,오른쪽-눈
22948,오빠
22949,옥상
22950,올해
22951,왼쪽
22952,왼쪽-귀
22953,왼쪽-눈
22954,욕실
22955,용산구
22956,우리집
22957,운동장
22958,월요일
22959,위
22960,위에
22961,위협
22962,윗집
22963,윗집사람
22964,유리
22965,유치원
22966,유치원 버스
22967,은평구
22968,음식물
22969,응급대원
22970,응급처리
22971,의사
22972,이마
22973,이물질
22974,이번
22975,이상한사람
22976,이웃집
22977,일요일
22978,임산부
22979,임신한아내
22980,자동차
22981,자살
22982,자상
22983,작년
22984,작은방
22985,장난감
22986,장단지
22987,절단
22988,제초제
22989,조난
22990,종로구
22991,주
22992,중구
22993,중랑구
22994,지난
22995,지혈대
22996,진통제
22997,질식
22998,집
22999,집단폭행
23000,차밖
23001,차안
23002,창문
23003,창백하다
23004,체온계
23005,총
23006,추락
23007,축사
23008,출산
23009,출혈
23010,피나다
23011,친구
23012,침수
23013,칼
23014,코
23015,택시
23016,토요일
23017,토하다
23018,통학버스
23019,트랙터
23020,트럭
23021,파도
23022,파편
23023,팔
23024,팔꿈치
23025,폭발
23026,폭탄
23027,폭우
23028,폭행
23029,학교
23030,학생
23031,할머니
23032,할아버지
23033,함몰되다
23034,해(연)
23035,해독제
23036,해열제
23037,허리
23038,허벅지
23039,현관
23040,현관앞
23041,협박
23042,형
23043,호흡곤란
23044,호흡기
23045,홍수
23046,화상
23047,화약
23048,화요일
23049,화장실
23050,화재
23051,0
23052,1
23053,2
23054,3
23055,4
23056,5
23057,6
23058,7
23059,8
23060,9
23061,10
23062,11
23063,12
23064,13
23065,14
23066,15
23067,16
23068,17
23069,18
23070,19
23071,20
23072,21
23073,22
23074,23
23075,24
23076,25
23077,26
23078,27
23079,28
23080,29
23081,30
23082,31
23083,32
23084,33
23085,34
23086,35
23087,36
23088,37
23089,38
23090,39
23091,40
23092,41
23093,42
23094,43
23095,44
23096,45
23097,46
23098,47
23099,48
23100,49
23101,50
23102,51
23103,52
23104,53
23105,54
23106,55
23107,56
23108,57
23109,58
23110,59
23111,60
23112,61
23113,62
23114,63
23115,64
23116,65
23117,66
23118,67
23119,68
23120,69
23121,70
23122,71
23123,72
23124,73
23125,74
23126,75
23127,76
23128,77
23129,78
23130,79
23131,80
23132,81
23133,82
23134,83
23135,84
23136,85
23137,86
23138,87
23139,88
23140,89
23141,90
23142,91
23143,92
23144,93
23145,94
